124820	9196
124820	70379
124820	168866
124820	168867
639015	221119
639015	593229
639015	593230
639015	593231
639015	168866
639015	593232
639015	170115
1074817	70379
1074817	554825
1074817	168866
1204553	168866
1204553	948113
1204553	593231
1204553	204360
1204553	170115
1783599	1216870
1783599	168866
1784432	168866
1784432	170115
2157752	168866
2157752	948113
2157752	593231
2157752	204360
2157752	518984
2157752	319618
2157752	170115
2157752	1370746
2157752	1370747
2718776	9196
2718776	168866
2718776	70379
2718776	168867
2039093	172430
2039093	1327322
2039093	172433
2039093	1326468
2039093	1327323
2339588	172432
2339588	1327323
2339588	172433
2339588	190502
564	495
564	870
46168	870
46623	71459
46623	870
46623	70830
47363	870
47504	870
47504	72
275337	320421
275337	71934
275337	870
402352	146714
402352	413417
402352	413595
402352	870
402639	870
404219	870
404541	346
404541	870
408074	70115
408074	70803
408074	870
408611	140778
408611	870
428756	248837
428756	104252
428756	140778
428756	441222
428756	870
497256	487385
497256	487386
497256	487387
497256	487388
497256	870
499251	413417
499251	122973
499251	870
505373	71459
505373	70830
505373	870
505412	140778
505412	870
505514	870
510550	870
585493	319905
585493	495
585493	870
587063	870
632126	870
633564	248837
633564	140778
633564	870
649772	70802
649772	415089
649772	870
723930	458780
723930	870
797023	319052
797023	702025
797023	870
798377	319052
798377	702025
798377	870
808262	487387
808262	251514
808262	487388
808262	715082
808262	687210
808262	870
809122	33986
809122	251514
809122	870
900604	778477
900604	490560
900604	870
900757	72344
900757	870
901015	72418
901015	70830
901015	870
903817	414059
903817	780675
903817	415089
903817	780676
903817	870
903889	71933
903889	71459
903889	321301
903889	718778
903889	870
904193	778470
904193	568058
904193	687784
904193	568057
904193	870
905376	487387
905376	458780
905376	251514
905376	687210
905376	870
1039239	1719
1039239	489410
1039239	489411
1039239	870
1039239	169718
1150699	870
1217619	490560
1217619	71459
1217619	870
1217960	413417
1217960	122972
1217960	122973
1217960	248789
1217960	870
1220210	1067
1220210	870
1220904	870
1221374	71584
1221374	870
1222141	441222
1222141	140778
1222141	870
1223794	71934
1223794	870
1225086	122972
1225086	70830
1225086	870
1225491	870
1225554	415089
1225554	870
1225582	441222
1225582	870
1226138	870
1281635	870
1281708	346
1281708	870
1394956	870
1397995	870
1398195	1067
1398195	870
1398927	72418
1398927	870
1400198	71934
1400198	870
1419660	870
1431087	1055845
1431087	870
1467378	414058
1467378	489378
1467378	1070208
1467378	1070209
1467378	1070210
1467378	694254
1467378	1070211
1467378	870
1467378	346
1496040	458780
1496040	1082805
1496040	870
1503538	1087237
1503538	870
1618304	870
1655884	413417
1655884	122972
1655884	122973
1655884	870
1665559	489410
1665559	870
1665559	692778
1708918	870
1708918	769415
1708918	71459
1709002	769415
1709002	71459
1709002	1183766
1709002	1183824
1709002	870
1729585	780676
1729585	414058
1729585	346
1729585	870
1729741	870
1729782	780676
1729782	870
1776671	251514
1776671	487387
1776671	687210
1776671	487385
1776671	1213483
1776671	870
1781132	71459
1781132	870
1781184	870
1781219	71459
1781219	70830
1781219	870
1781343	122972
1781343	870
1781692	122972
1781692	70830
1781692	870
1781708	72418
1781708	70830
1781708	870
1800971	71459
1800971	70830
1800971	870
1981679	489410
1981679	692778
1981679	870
1981679	1304839
1981875	778470
1981875	568058
1981875	1304914
1981875	568057
1981875	702025
1981875	870
1982136	692778
1982136	489410
1982136	489411
1982136	204021
1982136	870
1982198	489410
1982198	489411
1982198	870
1982198	692778
2002958	346
2002958	870
2003111	346
2003111	870
2063847	487385
2063847	487387
2063847	251514
2063847	870
2076206	71459
2076206	70830
2076206	870
2076312	140778
2076312	870
2121243	122972
2121243	870
2193536	248837
2193536	140778
2193536	870
2233353	870
2233707	870
2233707	495
2259746	495
2259746	870
2259840	870
2261046	1067
2261046	870
2261170	870
2261756	346
2261756	870
2276189	321648
2276189	346
2276189	870
2276189	692778
2276276	67528
2276276	870
2329463	489410
2329463	692778
2329463	870
2329577	489410
2329577	489411
2329577	692778
2329577	870
2329637	487387
2329637	458780
2329637	251514
2329637	870
2356973	72418
2356973	870
2388180	441222
2388180	140778
2388180	870
2388355	441222
2388355	870
2388512	441222
2388512	140778
2388512	870
2648155	870
2648397	71934
2648397	870
2649607	870
2649653	870
2649712	71584
2649712	870
2649773	320421
2649773	870
2658708	1067
2658708	870
2659258	870
2659336	319052
2659336	702025
2659336	71934
2659336	870
2681363	122972
2681363	70830
2681363	870
2769437	346
2769437	870
2804672	321648
2804672	346
2804672	870
2951061	1087237
2951061	870
2973214	321648
2973214	53437
2973214	870
2973214	94397
2973276	414058
2973276	778470
2973276	346
2973276	780676
2973276	870
2974572	489410
2974572	489411
2974572	692778
2974572	870
2976060	72418
2976060	870
3012650	870
3014717	1647316
3014717	870
3014717	489410
3014717	692778
3052640	104252
3052640	140778
3052640	441222
3052640	870
3052969	870
3053211	346
3053211	870
3053243	71934
3053243	870
3148260	122972
3148260	870
3148261	122972
3148261	870
3189420	870
3189563	458780
3189563	870
1185525	37554
1185525	938514
1185525	938515
1185525	157970
1185525	68469
1185525	938516
1185525	938517
1185525	938518
1185525	938519
1185525	938520
1185525	560749
1185525	102181
1185525	938521
1185525	938522
1185525	157971
1185525	203254
1185525	188808
1185525	938523
1185525	938524
1185525	938525
1185525	938526
1185525	157972
1185525	9873
1185525	938527
1185525	68467
1185525	157973
1185525	188715
1185525	189053
1185525	495203
1185525	938528
1185525	68470
2477652	938514
2477652	938515
2477652	157970
2477652	68469
2477652	938516
2477652	37554
2477652	938517
2477652	938518
2477652	938519
2477652	938520
2477652	560749
2477652	102181
2477652	938521
2477652	938522
2477652	157971
2477652	342056
2477652	203254
2477652	188808
2477652	938523
2477652	938524
2477652	938525
2477652	938526
2477652	157972
2477652	9873
2477652	938527
2477652	68467
2477652	1484757
2477652	157973
2477652	188715
2477652	189053
2477652	495203
2477652	938528
2477652	68470
2915085	37554
2915085	938515
2915085	157970
2915085	68469
2915085	938516
2915085	560749
2915085	102181
2915085	157971
2915085	203254
2915085	188808
2915085	938525
2915085	9873
2915085	68467
2915085	68470
2915085	157973
2915085	938514
2915085	938517
2915085	938518
2915085	938520
2915085	938521
2915085	938524
2915085	938523
2915085	938526
2915085	157972
2915085	938527
2915085	938519
2915085	938522
2915085	938528
3073844	37554
3073844	938515
3073844	157970
3073844	68469
3073844	938516
3073844	560749
3073844	102181
3073844	157971
3073844	203254
3073844	188808
3073844	938525
3073844	9873
3073844	188715
3073844	68470
3073844	157973
3073844	938514
3073844	938517
3073844	938518
3073844	938520
3073844	938521
3073844	938524
3073844	938523
3073844	938526
3073844	157972
3073844	68467
3073844	938519
3073844	938522
3073844	938528
180967	231930
180967	231931
180967	231932
180967	231933
180967	56665
181547	231930
181547	231931
181547	231933
181547	56665
493180	231930
493180	383854
493180	190182
2673101	231930
2673101	231931
2673101	231932
2673101	231933
2673101	56665
581384	551351
581384	50866
600759	560140
600759	50866
600759	551351
1065858	551351
1065858	35626
1065858	32769
1105113	898148
1105113	466933
1105113	551351
2749749	551351
2749749	1366554
2749749	23005
2749749	23004
2749750	551351
2749750	1366554
2749750	23005
2749750	23004
2908339	1366554
2908339	23005
2908339	551351
2908339	23004
3076936	42295
3076936	1570118
3076936	551351
3076936	99070
3115824	1366554
3115824	802212
3115824	42295
3115824	551351
3115824	99070
3115824	23004
2294341	104800
2294341	1415734
2294341	1415735
233711	279212
233711	279485
233711	279486
962111	821024
962111	279212
962111	279486
962111	821025
966208	279212
966208	279486
966208	822962
967140	823349
967140	279486
967140	59373
1098921	895038
1098921	279212
1098921	279486
3101456	279212
3101456	277636
3101456	895038
3101456	279486
261261	101941
261261	306849
261261	101816
261261	271
261262	101941
261262	306849
261262	101816
261262	271
306141	306849
306141	271
355876	378988
355876	306849
355876	271
357087	120400
357087	306849
357087	271
357839	126328
357839	306849
357839	55968
358158	306849
358158	271
360220	306849
360220	15243
360220	271
361483	306849
361483	126328
361483	55968
361516	306849
361516	271
362382	281791
362382	306849
362382	271
363245	281791
363245	306849
363245	271
363468	281790
363468	306849
363468	271
363468	306625
364450	380844
364450	281791
364450	306849
364450	271
364776	380844
364776	306849
364776	271
445062	306849
445062	271
445062	71839
520296	42028
520296	417808
520296	31168
520296	306849
520296	19170
520296	62210
1857298	380844
1857298	306849
1857298	271
1857411	770479
1857411	306849
1857569	281790
1857569	306849
1857569	271
1857652	306849
1857652	271
1857652	1250274
1857652	1250275
1857652	562301
1857652	1250276
1857987	281791
1857987	306849
1857987	271
1858173	306849
1858173	271
1858358	151872
1858358	271
1858358	306849
1858955	770479
1858955	306849
1859059	1135259
1859059	306849
1859125	1135259
1859125	306849
1859268	1250915
1859268	306849
1859941	281790
1859941	306849
1859941	271
1859941	306625
1860124	101203
1860124	306849
1860124	281790
1860124	271
2120945	26065
2120945	306849
2120945	271
2656451	380844
2656451	306849
2656451	271
2656471	306849
2656471	60345
2774616	306849
2821874	1597663
2821874	306849
2821874	770479
2821874	38147
2927468	236761
2927468	306849
2927468	112627
2927468	271
2927468	375147
2982736	380844
2982736	306849
2982736	271
2983279	120400
2983279	306849
2983279	271
2985844	1597663
2985844	379029
2985844	306849
2985844	347137
2989989	281791
2989989	306849
2989989	271
2989989	375147
2990875	306849
2990875	271
2998950	1597663
2998950	306849
2998950	38147
2999066	120400
2999066	306849
2999066	271
3000623	281791
3000623	306849
3000623	271
3005054	306849
3005054	271
3007518	281791
3007518	306849
3007518	271
3007648	306849
3007648	271
3007969	1135259
3007969	306849
3077151	281790
3077151	306849
3077151	271
3077151	306625
3077342	306849
3077342	1135259
3078273	281790
3078273	306849
3078273	271
3078273	306625
3078307	281790
3078307	306849
3078307	271
3191621	1135259
3191621	306849
368	590
368	591
368	592
624	210
624	951
624	592
22856	36832
22856	37102
22856	37103
22856	1778
22856	592
22856	37104
51022	78228
51022	591
51022	78229
