124820	3132
639015	708
1074817	647
1204553	2035
1783599	313
1784432	313
2157752	837
2718776	350
2039093	694
2339588	3693
564	2190
46168	2486
46623	2486
47363	2486
47504	2486
275337	197
402352	2521
402639	2521
404219	2521
404541	2521
408074	2521
408611	2521
428756	318
497256	2829
499251	493
505373	3087
505412	3087
505514	3087
510550	1074
585493	3862
587063	3862
632126	2216
633564	2216
649772	2618
723930	1652
797023	3789
798377	3789
808262	1930
809122	1930
900604	2054
900757	2054
901015	2054
903817	2086
903889	2086
904193	2086
905376	2086
1039239	2926
1150699	863
1217619	2146
1217960	2146
1220210	2146
1220904	2146
1221374	2146
1222141	2146
1223794	2146
1225086	2146
1225491	2146
1225554	2146
1225582	2146
1226138	2146
1281635	3346
1281708	3346
1394956	321
1397995	3875
1398195	3875
1398927	3875
1400198	3875
1419660	3569
1431087	2636
1467378	2124
1496040	3352
1503538	836
1618304	2128
1655884	3351
1665559	2375
1708918	1304
1709002	1304
1729585	2788
1729741	2788
1729782	2788
1776671	3865
1781132	2888
1781184	2888
1781219	2888
1781343	2888
1781692	2888
1781708	2888
1800971	2886
1981679	1972
1981875	1972
1982136	1972
1982198	1972
2002958	3358
2003111	3358
2063847	244
2076206	230
2076312	230
2121243	227
2193536	1402
2233353	3211
2233707	3211
2259746	3765
2259840	3765
2261046	3765
2261170	3765
2261756	3765
2276189	947
2276276	947
2329463	602
2329577	602
2329637	602
2356973	1588
2388180	1461
2388355	1461
2388512	1461
2648155	707
2648397	707
2649607	707
2649653	707
2649712	707
2649773	707
2658708	3696
2659258	3696
2659336	3696
2681363	279
2769437	995
2804672	1311
2951061	977
2973214	3068
2973276	3068
2974572	161
2976060	242
3012650	2339
3014717	173
3052640	219
3052969	3271
3053211	3271
3053243	3271
3148260	1545
3148261	1545
3189420	844
3189563	844
1185525	1538
2477652	2966
2915085	2715
3073844	3504
180967	1337
181547	1337
493180	1601
2673101	2770
581384	949
600759	1622
1065858	2702
1105113	3703
2749749	1586
2749750	1586
2908339	2789
3076936	486
3115824	3688
2294341	3719
233711	1145
962111	3523
966208	3523
967140	3523
1098921	3233
3101456	3052
261261	3333
261262	3333
306141	3069
355876	2304
357087	2304
357839	2304
358158	2304
360220	2304
361483	2304
361516	2304
362382	2304
363245	2304
363468	2304
364450	2304
364776	2304
445062	2590
520296	1028
1857298	2144
1857411	2144
1857569	2144
1857652	2144
1857987	2144
1858173	2144
1858358	2144
1858955	2144
1859059	2144
1859125	2144
1859268	2144
1859941	2144
1860124	2144
2120945	227
2656451	359
2656471	359
2774616	1283
2821874	2248
2927468	3024
2982736	1905
2983279	1905
2985844	1905
2989989	1905
2990875	1905
2998950	1905
2999066	1905
3000623	1905
3005054	1905
3007518	1905
3007648	1905
3007969	1905
3077151	1141
3077342	1141
3078273	1141
3078307	1141
3191621	3246
368	2190
624	2190
22856	1121
51022	143
389144	3357
389681	3357
436824	3515
436965	3515
437142	3515
437260	3515
437394	3515
438046	3515
438243	3515
438663	3515
438686	3515
439183	3515
439775	3515
509351	1483
509411	1483
510335	1483
511930	1483
578245	2039
578343	2039
578452	2039
585020	3862
585021	3862
683751	1274
812977	661
812978	661
813296	661
813369	661
887547	2266
921032	729
1204576	3152
1204763	476
1217828	2146
1220673	2146
1222324	2146
1222459	2146
1224408	2146
1225104	2146
1227465	2146
1305052	661
1316869	3288
1422046	1060
1422230	1060
1429326	1531
1467705	3637
1468033	3637
1468095	3637
1604607	960
1604636	960
1609943	30
1724145	1949
1724166	1949
1724256	1949
1725109	1949
1725121	1949
1725186	1949
1725287	1949
1759012	1104
1759091	1104
1759188	1104
1759249	1104
1820761	965
1820859	965
1821035	965
1821058	965
1821065	965
1821148	965
1821229	965
1821238	965
1821276	965
1821284	965
1821329	965
1821383	965
1821536	965
1821680	965
1823092	3313
1923566	1262
1923636	1262
1924228	714
1924359	1275
1934162	1455
1934192	1455
1934206	1455
1934239	1455
1934256	1455
1934311	1455
2000686	305
2230278	3726
2255350	2532
2255394	2532
2259546	3765
2259737	3765
2261400	3765
2261437	3765
2261906	3765
2313996	2842
2342512	1345
2453632	2694
2522107	651
2522412	651
2555579	2238
2555692	2238
2560421	1155
2592312	1412
2693404	3138
2831654	1733
2831736	1733
2831774	1733
2832828	3505
2833625	2536
2834225	2536
2834260	2536
2834684	2536
2852463	347
2852469	347
2900890	1220
2900984	1220
3139912	1507
3140044	1507
3140373	1507
3147256	728
3187611	2901
3187722	2901
3187763	2901
3187795	2901
3188013	2901
3188241	2901
3017228	517
1235305	2282
1955544	249
1963617	249
1964112	249
1965981	249
2012301	2754
2212923	356
2213110	356
2213114	356
2213156	356
3017470	517
3186323	3390
4124	111
418663	3728
984100	635
1108852	2202
1342631	587
1822318	1933
443398	1134
801663	2914
896758	1018
1235254	2282
1284896	370
1565393	3173
1568127	3173
1568624	3173
1570085	3173
1578624	3173
1578932	3173
1581810	3173
1797142	1285
1870163	748
2438721	1993
2696704	3512
2846321	3282
2847399	3282
15930	921
90449	3791
113113	2949
128732	773
177308	2307
227441	1706
276470	197
334557	2502
386596	140
600066	1622
602518	3570
747052	231
778622	1881
781014	1881
784163	1881
784997	1881
895841	1018
946828	1068
977481	3796
990302	1856
990422	1856
1044090	2759
1054340	2267
1098667	1862
1125225	256
1187047	801
1187182	801
1196540	2892
1217479	2146
1233399	1555
1324558	717
1406901	2713
1430021	3412
1439603	241
1502834	2988
1521167	1719
1564750	3173
1569526	3173
1570351	3173
1570510	3173
1570617	3173
1608172	3673
1760235	1173
1815296	630
1815340	630
1829452	775
1845816	484
1890214	2720
1892190	2720
1892999	2720
1897269	2720
1899179	2720
1902455	2720
2035104	1198
2035129	1198
2091044	1928
2195837	495
2348686	296
2357403	1588
2357700	1588
2400835	1479
2409015	1843
2419577	27
2497151	2634
2497498	2634
2575748	2898
2751092	2530
2771748	543
2777158	867
2799204	3378
2800308	3378
2810709	1811
2816445	3134
2816446	3134
2834142	2536
2838306	3282
2859341	2953
2860210	2423
2862045	2423
2992008	1905
3013291	3500
3034217	317
3055759	3294
3066807	333
3070104	1597
3159576	2283
3180088	426
215050	2719
340792	1374
342092	1374
343749	1374
589869	1587
649398	2215
1254789	2687
1586154	114
2507880	1199
2510258	1199
2511250	1199
2816001	3134
2817933	3134
2904056	679
3164020	3611
147032	3710
280175	3525
485250	208
485261	208
647650	1027
1432507	3155
1432508	3155
1434972	3155
1509960	2291
1510600	2291
1923943	2830
2194406	1977
2194779	1977
2802778	3032
215928	3519
229363	952
241231	1145
1624922	193
1690175	1203
1692165	1203
1001328	3051
1675233	2716
2738394	3120
203072	1130
248632	1891
248851	1891
248954	1891
379630	140
382351	140
383670	140
541492	1095
1182053	1471
1297701	2775
1652792	851
2158315	837
2201796	2995
2249162	3740
2543652	2276
2818643	2437
3062407	2588
1871295	3513
1871331	3513
1871401	3513
1871555	3513
2551247	2852
3154320	1882
90358	3791
342430	1374
492968	1601
1350732	820
1542901	315
2685242	2280
2604571	281
3016740	517
1351492	820
1678444	3715
2970862	3562
329476	2006
329502	2006
329503	2006
329504	2006
329505	2006
889884	1577
889885	1577
889886	1577
889887	1577
1279792	3705
1363662	1390
1363689	1390
1363691	1390
1363712	1390
1363725	1390
1363751	1390
1363753	1390
1363780	1390
1363798	1390
1363799	1390
1363849	1390
1363861	1390
1363862	1390
1363885	1390
1363897	1390
1363903	1390
1363946	1390
1435876	2088
2051514	3420
2191805	1525
2191893	1525
2191984	1525
2191992	1525
2191993	1525
2192029	1525
2192051	1525
2192081	1525
2192086	1525
2192095	1525
2192115	1525
2192126	1525
2192131	1525
2639733	2817
2639734	2817
2639735	2817
2639736	2817
2640989	2817
2728469	350
2828794	1344
2964289	3589
341128	1374
425169	3335
500931	18
648740	2215
652488	3475
891181	1431
976994	3461
